,ibu,style
72463,18.0,Blonde Ale / Golden Ale
72464,30.0,Red Ale / Intl Amber Ale
72465,83.0,IPA
72466,18.0,Porter
72467,30.0,Pale Ale - American / APA
72468,80.0,IIPA - Imperial / Double IPA
72469,50.0,IPA
72470,60.0,IPA
72471,21.0,Pale Ale - American / APA
72472,25.0,Saison / Farmhouse / Grisette
72473,60.0,IPA
72474,35.0,Bock - Doppelbock
72475,40.0,ISA - Session IPA
72476,60.0,Pale Lager - India / Hoppy
72477,50.0,Stout
72478,33.0,Stout
72479,47.0,IIPA - Imperial / Double IPA
72480,40.0,Stout - Imperial
72481,27.0,Brown Ale
72482,10.0,Pale Lager - North Am. / Light
72483,42.0,Flavored - Other
72484,60.0,IIPA - Imperial / Double IPA
72485,20.0,Pale Lager - North Am. / Light
72486,7.0,Pale Lager - North Am. / Light
72487,20.0,Stout - Milk / Sweet
72488,22.0,Brown Ale
72489,40.0,Pale Ale - American / APA
72490,60.0,Stout - Imperial
72491,60.0,Stout
72492,60.0,Stout - Imperial
72493,30.0,Pale Ale - English
72494,45.0,Porter
72495,15.0,Weissbier - Hefeweizen
72496,60.0,Stout - Imperial
72497,90.0,IPA - Hazy / NEIPA
72498,16.0,Pale Lager - North Am. / Light
72499,25.0,Stout
72500,85.0,IIPA - Imperial / Double IPA
72501,18.0,Pale Lager - North Am. / Light
72502,24.0,Stout - Oatmeal
72503,25.0,Pale Ale - English
72504,21.0,Amber Lager - Intl / Vienna
72505,60.0,IPA
72506,35.0,Stout - Imperial
72507,40.0,Pale Ale - American / APA
72508,25.0,Pilsener / Pils / Pilsner
72509,12.0,Witbier / Belgian White Ale
72510,11.0,Pilsener - Czech / Svetlý
72511,123.0,IPA
72512,60.0,IPA
72513,43.0,Pale Ale - American / APA
72514,45.0,Wheat Ale
72515,25.0,Stout - Milk / Sweet
72516,60.0,IPA
72517,70.0,Stout - Imperial
72518,100.0,IIPA - Imperial / Double IPA
72519,47.0,ISA - Session IPA
72520,12.0,Wheat Ale
72521,70.0,IPA
72522,70.0,Stout
72523,50.0,Wheat Ale
72524,50.0,IPA
72525,50.0,IPA
72526,40.0,Flavored - Other
72527,30.0,Porter
72528,20.0,Kölsch / Kölsch-Style
72529,22.0,Blonde Ale / Golden Ale
72530,60.0,IPA
72531,35.0,Pale Ale - American / APA
72532,48.0,Saison / Farmhouse / Grisette
72533,64.0,Strong Ale - American
72534,32.0,Wheat Ale
72535,55.0,Belgian Ale - Strong Pale
72536,18.0,Blonde Ale / Golden Ale
72537,44.0,IPA
72538,30.0,Red Ale / Intl Amber Ale
72539,40.0,Pale Lager - North Am. / Light
72540,48.0,Saison / Farmhouse / Grisette
72541,59.0,IPA
72542,64.0,Strong Ale - American
72543,32.0,Wheat Ale
72544,55.0,Belgian Ale - Strong Pale
72545,100.0,IIPA - Imperial / Double IPA
72546,17.0,Flavored - Fruit
72547,65.0,IPA
72548,36.0,Pale Ale - American / APA
72549,58.0,IPA
72550,59.0,IPA
72551,22.0,Blonde Ale / Golden Ale
72552,55.0,IPA
72553,35.0,Weissbier - Hefeweizen
72554,36.0,Brown Ale
72555,27.0,IPA
72556,50.0,IPA
72557,25.0,Brown Ale
72558,15.0,Saison / Farmhouse / Grisette
72559,12.0,Pale Lager - North Am. / Light
72560,35.0,Wheat Ale
72561,75.0,IPA
72562,15.0,Saison / Farmhouse / Grisette
72563,30.0,Stout
72564,18.0,Blonde Ale / Golden Ale
72565,45.0,Pale Lager - North Am. / Light
72566,50.0,IPA
72567,40.0,Stout - Imperial
72568,80.0,IIPA - Imperial / Double IPA
72569,25.0,Porter - Baltic
72570,30.0,Stout
72571,20.0,Blonde Ale / Golden Ale
72572,22.0,Amber Lager - Intl / Vienna
72573,25.0,Wheat Ale
72574,60.0,IPA
72575,70.0,Stout - Imperial
72576,25.0,Bock- Heller Bock / Maibock
72578,55.0,Porter
72579,30.0,California Common / Steam Beer
72580,60.0,IPA
72581,35.0,Pale Ale - American / APA
72582,22.0,Brown Ale
72583,40.0,Porter
72584,65.0,ISA - Session IPA
72585,33.0,Pale Lager - North Am. / Light
72586,28.0,Blonde Ale / Golden Ale
72587,58.0,Stout - Imperial
72588,21.0,Red Ale - Irish
72589,65.0,IPA - Black/Brown/Cascadian Dark
72590,55.0,Porter
72591,30.0,California Common / Steam Beer
72592,60.0,IPA
72593,22.0,Red Ale / Intl Amber Ale
72594,29.0,Stout - Oatmeal
72595,70.0,IPA
72596,43.0,Porter - Smoked
72597,35.0,Pale Ale - American / APA
72598,30.0,Smoked - Rauchbier
72599,15.0,Gose - Flavored
72600,50.0,IIPA - Imperial / Double IPA
72601,23.0,Flavored - Other
72602,36.0,Flavored - Other
72603,56.0,IPA
72604,26.0,Traditional Ale - Other
72605,70.0,IIPA - Imperial / Double IPA
72606,45.0,IPA - Hazy / NEIPA
72607,25.0,Pale Lager - India / Hoppy
72608,14.0,Stout
72609,17.0,Pale Lager - North Am. / Light
72610,12.0,Radler / Shandy
72611,20.0,Bock - Doppelbock
72612,50.0,Pale Lager - India / Hoppy
72613,40.0,Pale Ale - American / APA
72614,55.0,IPA
72615,12.0,Wheat Ale
72616,38.0,ISA - Session IPA
72617,75.0,BarleyWine / WheatWine / RyeWine
72618,70.0,IIPA - Imperial / Double IPA
72619,45.0,IPA - Hazy / NEIPA
72620,25.0,Pale Lager - India / Hoppy
72621,50.0,Pale Lager - India / Hoppy
72622,26.0,Dubbel
72623,30.0,Saison / Farmhouse / Grisette
72624,22.0,Red Ale / Intl Amber Ale
72625,22.0,Saison / Farmhouse / Grisette
72626,15.0,Porter
72627,14.0,Stout
72628,25.0,Bock- Heller Bock / Maibock
72629,15.0,Porter
72630,65.0,Stout - Imperial
72631,90.0,IIPA - Imperial / Double IPA
72632,60.0,IPA
72633,28.0,Pale Ale - American / APA
72634,50.0,IPA - Hazy / NEIPA
72635,200.0,IIPA - Imperial / Double IPA
72636,33.0,Flavored - Fruit
72637,55.0,IPA
72638,9.0,Flavored - Other
72639,16.0,Pale Lager - India / Hoppy
72640,18.0,Helles / Dortmunder Export
72641,66.0,IPA
72642,35.0,IPA - Hazy / NEIPA
72643,10.0,Gose - Flavored
72644,26.0,Pale Ale - American / APA
72645,26.0,Smoked - Rauchbier
72646,11.0,Gose - Flavored
72647,11.0,Wheat Ale
72648,37.0,Pale Ale - American / APA
72649,10.0,Gose
72650,50.0,IPA - Hazy / NEIPA
72651,45.0,IIPA - Imperial / Double IPA
72652,27.0,Belgian Ale - Pale / Golden
72653,45.0,Smoked - Rauchbier
72654,41.0,IPA
72655,31.0,Pale Ale - American / APA
72656,23.0,Pale Ale - American / APA
72657,31.0,Pale Ale - English
72658,43.0,Red Ale / Intl Amber Ale
72659,16.0,Smoked - Rauchbier
72660,65.0,Stout - Imperial
72661,90.0,IIPA - Imperial / Double IPA
72662,60.0,IPA
72663,28.0,Pale Ale - American / APA
72664,50.0,IPA - Hazy / NEIPA
72665,200.0,IIPA - Imperial / Double IPA
72666,33.0,Flavored - Fruit
72667,55.0,IPA
72668,9.0,Flavored - Other
72669,16.0,Pale Lager - India / Hoppy
72670,18.0,Helles / Dortmunder Export
72671,66.0,IPA
72672,35.0,IPA - Hazy / NEIPA
72673,10.0,Gose - Flavored
72674,26.0,Pale Ale - American / APA
72675,26.0,Smoked - Rauchbier
72676,11.0,Gose - Flavored
72677,11.0,Wheat Ale
72678,37.0,Pale Ale - American / APA
72679,10.0,Gose
72680,45.0,Low / No Alcohol Beer
72681,100.0,Pilsener / Pils / Pilsner
72682,20.0,Blonde Ale / Golden Ale
72683,26.0,Amber Lager - Intl / Vienna
72684,100.0,IIPA - Imperial / Double IPA
72685,45.0,IIPA - Imperial / Double IPA
72686,22.0,Saison / Farmhouse / Grisette
72687,30.0,Red Ale / Intl Amber Ale
72688,25.0,Red Ale / Intl Amber Ale
72689,35.0,Pale Lager - India / Hoppy
72690,55.0,IPA - Black/Brown/Cascadian Dark
72691,50.0,IPA - Black/Brown/Cascadian Dark
72692,55.0,IPA - Black/Brown/Cascadian Dark
72693,45.0,IPA - Black/Brown/Cascadian Dark
72694,30.0,Stout - Extra / Foreign
72695,30.0,Bitter - Premium / Strong / ESB
72696,35.0,ISA - Session IPA
72697,30.0,Wheat Ale
72698,40.0,Pale Lager - India / Hoppy
72699,45.0,Pale Lager - India / Hoppy
72700,28.0,Brown Ale
72701,35.0,ISA - Session IPA
72702,20.0,Weissbier - Hefeweizen
72703,18.0,Porter
72704,50.0,IPA
72705,50.0,Pale Lager - India / Hoppy
72706,30.0,Wheat Ale
72707,50.0,IPA
72708,35.0,ISA - Session IPA
72709,20.0,Wheat Ale
72710,45.0,IPA
72711,10.0,Gose
72712,35.0,Pale Lager - India / Hoppy
72713,40.0,Stout
72714,24.0,Brown Ale
72715,25.0,Saison / Farmhouse / Grisette
72716,45.0,IPA
72717,18.0,Weissbier - Hefeweizen
72718,28.0,Wheat Ale - India / Hopfenweisse
72719,60.0,IPA
72720,20.0,Stout - Milk / Sweet
72721,40.0,IPA
72722,12.0,Traditional Ale - Other
72723,15.0,Flavored - Fruit
72724,30.0,Brown Ale
72725,22.0,Stout - Milk / Sweet
72726,8.0,Berliner Weisse
72727,28.0,Pale Lager - India / Hoppy
72728,8.0,Sour / Wild Beer
72729,40.0,IPA
72730,70.0,IPA
72731,22.0,Belgian Ale - Pale / Golden
72732,30.0,Pale Ale - Flavored
72733,32.0,Sour / Wild Beer
72734,13.0,Sour / Wild Beer - Flavored
72735,60.0,IPA
72736,18.0,Pale Lager - North Am. / Light
72737,40.0,Pale Ale - American / APA
72738,30.0,Pale Ale - American / APA
72739,40.0,IPA
72740,40.0,IPA
72741,20.0,Saison / Farmhouse / Grisette
72742,28.0,IPA
72743,55.0,IPA
72744,25.0,Bitter - Ordinary / Best
72745,60.0,IPA
72746,20.0,Saison / Farmhouse / Grisette
72747,30.0,Belgian Ale - Pale / Golden
72748,20.0,Stout - Milk / Sweet
72749,50.0,IPA
72750,40.0,Pale Ale - American / APA
72751,42.0,Pale Ale - American / APA
72752,36.0,Pale Ale - American / APA
72753,26.0,Pale Lager - India / Hoppy
72754,12.0,Flavored - Fruit
72755,39.0,IPA
72756,11.0,Pale Ale - American / APA
72757,15.0,Stout
72758,37.0,Pale Lager - India / Hoppy
72759,45.0,IIPA - Imperial Hazy / NEIPA
72760,30.0,Porter - Imperial
72761,35.0,IPA - Sour / Wild
72762,12.0,Sour / Wild Beer - Flavored
72763,55.0,Pale Lager - India / Hoppy
72764,65.0,Stout - Imperial
72765,65.0,Stout - Imperial
72766,55.0,IPA
72767,40.0,Pale Ale - American / APA
72768,35.0,ISA - Session IPA
72769,90.0,IIPA - Imperial / Double IPA
72770,45.0,ISA - Session IPA
72771,100.0,IIPA - Imperial / Double IPA
72772,40.0,IPA - Hazy / NEIPA
72773,30.0,IPA - Hazy / NEIPA
72774,40.0,ISA - Session IPA
72775,40.0,IPA - Milkshake
72776,50.0,Stout
72777,40.0,IPA
72778,12.0,Gose - Flavored
72779,35.0,ISA - Session IPA
72780,11.0,Sour / Wild Beer - Flavored
72781,30.0,Brown Ale
72782,22.0,Stout - Milk / Sweet
72783,8.0,Berliner Weisse
72784,28.0,Pale Lager - India / Hoppy
72785,8.0,Sour / Wild Beer
72786,35.0,ISA - Session IPA
72787,40.0,Brown Ale - Imperial
72788,70.0,IPA
72789,22.0,Belgian Ale - Pale / Golden
72790,10.0,Pale Lager - North Am. / Light
72791,18.0,Flavored - Other
72792,12.0,Brown Ale
72793,24.0,ISA - Session IPA
72794,12.0,Stout - Dry
72795,15.0,Flavored - Other
72796,15.0,Flavored - Other
72797,12.0,Flavored - Other
72798,38.0,Dubbel
72799,36.0,Pale Ale - American / APA
72800,35.0,IPA - Flavored
72801,20.0,Porter - Imperial Flavored
72802,35.0,Pale Ale - American / APA
72803,24.0,Stout - Imperial Flavored
72804,20.0,Gose - Flavored
72805,40.0,Saison / Farmhouse / Grisette
72806,25.0,IIPA - Imperial Hazy / NEIPA
72807,40.0,IPA - Hazy / NEIPA
72808,50.0,IPA - Milkshake
72809,50.0,Stout - Imperial Flavored
72810,90.0,Stout - Imperial
72811,50.0,Stout - Imperial
72812,30.0,Saison / Farmhouse / Grisette
72813,10.0,Sour / Wild Beer - Flavored
72814,17.0,Sour / Wild Beer - Flavored
72815,47.0,IPA
72816,35.0,Brown Ale
72817,10.0,Apple Cider
72818,40.0,IPA - Milkshake
72819,30.0,Brown Ale
72820,120.0,Stout - Imperial
72821,120.0,Stout - Imperial
72822,15.0,Sour / Wild Beer - Flavored
72823,111.0,IIPA - Imperial / Double IPA
72824,111.0,IIPA - Imperial / Double IPA
72825,70.0,IIPA - Imperial / Double IPA
72826,40.0,Wheat Ale
72827,27.0,Brown Ale
72828,37.0,Pale Lager - India / Hoppy
72829,30.0,Pale Ale - Flavored
72830,32.0,Sour / Wild Beer
72831,13.0,Sour / Wild Beer - Flavored
72832,28.0,IPA
72833,25.0,Bitter - Ordinary / Best
72834,40.0,IPA
72835,20.0,Saison / Farmhouse / Grisette
72836,20.0,Saison / Farmhouse / Grisette
72837,30.0,Belgian Ale - Pale / Golden
72838,20.0,Stout - Milk / Sweet
72839,50.0,IPA
72840,40.0,Pale Ale - American / APA
72841,42.0,Pale Ale - American / APA
72842,36.0,Pale Ale - American / APA
72843,22.0,Brown Ale
72844,12.0,Stout
72845,26.0,Bock- Heller Bock / Maibock
72846,40.0,Stout
72847,20.0,Flavored - Other
72848,14.0,Zwickelbier/Kellerbier/Landbier
72849,13.0,Porter
72850,9.0,Weissbier - Hefeweizen
72851,80.0,IIPA - Imperial / Double IPA
72852,30.0,IPA - Hazy / NEIPA
72853,30.0,IIPA - Imperial Hazy / NEIPA
72854,30.0,Stout
72855,20.0,Flavored - Other
72856,28.0,Stout - Milk / Sweet
72857,60.0,IPA
72858,25.0,IPA
72859,50.0,IPA
72860,30.0,IPA
72861,45.0,IPA
72862,60.0,IPA
72863,30.0,IPA
72864,23.0,Porter
72865,14.0,Scottish Ale
72866,15.0,Dubbel
72867,15.0,Sour / Wild Beer - Flavored
72868,40.0,IPA - Red
72869,40.0,IPA - Rye
72870,30.0,Porter
72871,32.0,Pale Ale - American / APA
72872,35.0,Stout
72873,30.0,California Common / Steam Beer
72874,20.0,Belgian Ale - Strong Pale
72875,40.0,Sour / Wild Beer
72876,60.0,Stout - Imperial
72877,10.0,Berliner Weisse
72878,5.0,IPA - Hazy / NEIPA
72879,10.0,IPA - Hazy / NEIPA
72880,30.0,Pale Lager - India / Hoppy
72881,30.0,Belgian Ale - Pale / Golden
72882,24.0,Witbier / Belgian White Ale
72883,38.0,IPA - Belgian
72884,21.0,Belgian Ale - Dark / Amber
72885,40.0,Saison / Farmhouse / Grisette
72886,25.0,Strong Ale - American
72887,30.0,Tripel
72888,24.0,Belgian Ale - Strong Pale
72889,42.0,Pale Ale - American / APA
72890,32.0,Red Ale / Intl Amber Ale
72891,45.0,Belgian Ale - Pale / Golden
72892,31.0,Belgian Ale - Pale / Golden
72893,60.0,IPA
72894,20.0,Flavored - Other
72895,35.0,Flavored - Other
72896,15.0,Stout
72897,25.0,Pilsener / Pils / Pilsner
72898,18.0,Flavored - Other
72899,25.0,Flavored - Other
72900,20.0,Flavored - Other
72901,35.0,Tripel
72902,26.0,Flavored - Other
72903,26.0,Witbier / Belgian White Ale
72904,15.0,Flavored - Other
72905,20.0,Flavored - Other
72906,78.0,IPA - Black/Brown/Cascadian Dark
72907,20.0,Flavored - Other
72908,25.0,Smoked - Rauchbier
72909,35.0,Flavored - Other
72910,30.0,Flavored - Other
72911,16.0,Flavored - Fruit
72912,30.0,Flavored - Other
72913,30.0,Pilsener / Pils / Pilsner
72914,70.0,IPA - Black/Brown/Cascadian Dark
72915,44.0,Flavored - Other
72916,45.0,Flavored - Fruit
72917,17.0,Weissbier - Hefeweizen
72918,30.0,Flavored - Other
72919,53.0,IPA
72920,29.0,Belgian Ale - Pale / Golden
72921,25.0,Saison / Farmhouse / Grisette
72922,15.0,Sour / Wild Beer
72923,25.0,Pilsener / Pils / Pilsner
72924,28.0,Porter
72925,40.0,Flavored - Other
72926,35.0,Flavored - Other
72927,18.0,Flavored - Other
72928,40.0,Red Ale / Intl Amber Ale
72929,37.0,Flavored - Other
72930,25.0,Saison / Farmhouse / Grisette
72931,50.0,Flavored - Other
72932,30.0,Flavored - Other
72933,20.0,Pale Ale - American / APA
72934,30.0,Belgian Ale - Pale / Golden
72935,24.0,Tripel
72936,20.0,Belgian Ale - Strong Pale
72937,50.0,Flavored - Other
72938,20.0,Flavored - Other
72939,25.0,Flavored - Other
72940,30.0,Belgian Ale - Strong Pale
72941,42.0,Tripel
72942,30.0,Flavored - Other
72943,35.0,Flavored - Other
72944,33.0,Pale Lager - India / Hoppy
72945,45.0,Flavored - Other
72946,45.0,Flavored - Other
72947,34.0,ISA - Session IPA
72948,25.0,Witbier / Belgian White Ale
72949,25.0,Belgian Ale - Strong Pale
72950,21.0,Flavored - Fruit
72951,25.0,Flavored - Fruit
72952,28.0,Flavored - Other
72953,29.0,Smoked - Rauchbier
72954,27.0,Flavored - Other
72955,20.0,Flavored - Other
72956,24.0,Flavored - Other
72957,30.0,IPA
72958,25.0,Bock - Doppelbock
72959,24.0,Flavored - Fruit
72960,22.0,Saison / Farmhouse / Grisette
72961,28.0,Flavored - Other
72962,25.0,ISA - Session IPA
72963,8.0,Gose
72964,22.0,Flavored - Other
72965,27.0,Belgian Ale - Pale / Golden
72966,27.0,Flavored - Other
72967,30.0,Flavored - Other
72968,50.0,Stout
72969,45.0,Flavored - Other
72970,30.0,Flavored - Other
72971,27.0,Flavored - Other
72972,35.0,Flavored - Other
72973,50.0,Saison / Farmhouse / Grisette
72974,28.0,Flavored - Other
72975,35.0,Flavored - Other
72976,40.0,Specialty Grain - Other
72977,37.0,Flavored - Other
72978,24.0,Flavored - Other
72979,35.0,Flavored - Other
72980,40.0,IIPA - Imperial / Double IPA
72981,63.0,IPA - Black/Brown/Cascadian Dark
72982,32.0,Flavored - Other
72983,34.0,Flavored - Other
72984,47.0,IPA
72985,60.0,Flavored - Other
72986,23.0,Flavored - Fruit
72987,43.0,Flavored - Other
72988,50.0,Red Ale / Intl Amber Ale
72989,40.0,Tripel
72990,16.0,Schwarzbier / Black Lager
72991,33.0,Flavored - Fruit
72992,33.0,Smoked - Rauchbier
72993,35.0,Saison / Farmhouse / Grisette
72994,45.0,IPA
72995,29.0,Red Ale / Intl Amber Ale
72996,25.0,Flavored - Fruit
72997,33.0,Flavored - Other
72998,35.0,California Common / Steam Beer
72999,22.0,Flavored - Fruit
73000,25.0,Red Ale / Intl Amber Ale
73001,60.0,Flavored - Fruit
73002,30.0,Flavored - Other
73003,32.0,Smoked - Rauchbier
73004,25.0,Flavored - Fruit
73005,20.0,Flavored - Fruit
73006,42.0,IPA
73007,22.0,Flavored - Fruit
73008,25.0,Porter
73009,39.0,Belgian Ale - Strong Pale
73010,33.0,Flavored - Other
73011,20.0,ISA - Session IPA
73012,23.0,Belgian Ale - Pale / Golden
73013,34.0,Smoked - Rauchbier
73014,1.0,Sour / Wild Beer
73015,20.0,Flavored - Other
73016,25.0,Flavored - Other
73017,40.0,IPA
73018,26.0,Belgian Ale - Pale / Golden
73019,30.0,Belgian Ale - Strong Pale
73020,29.0,Belgian Ale - Pale / Golden
73021,25.0,Belgian Ale - Pale / Golden
73022,19.0,Belgian Ale - Pale / Golden
73023,33.0,Dubbel
73024,40.0,Tripel
73025,11.0,Wheat Ale
73026,55.0,Pilsener / Pils / Pilsner
73027,37.0,Belgian Ale - Pale / Golden
73028,30.0,Gose
73029,32.0,Belgian Ale - Pale / Golden
73030,28.0,Belgian Ale - Pale / Golden
73031,30.0,Belgian Ale - Strong Pale
73032,62.0,IPA
73033,25.0,Strong Ale - American
73034,47.0,IPA
73035,28.0,Tripel
73036,35.0,Blonde Ale / Golden Ale
73037,32.0,Belgian Ale - Dark / Amber
73038,20.0,Quadrupel / Abt
73039,45.0,Belgian Ale - Strong Pale
73040,15.0,Stout
73041,40.0,Pale Ale - American / APA
73042,35.0,Specialty Grain-Rye/Roggenbier
73043,40.0,Belgian Ale - Pale / Golden
73044,50.0,IPA
73045,18.0,Saison / Farmhouse / Grisette
73046,64.0,Stout - Extra / Foreign
73047,29.0,Belgian Ale - Pale / Golden
73048,64.0,Belgian Ale - Pale / Golden
73049,96.0,Belgian Ale - Pale / Golden
73050,26.0,Pale Ale - Belgian
73051,43.0,Belgian Ale - Pale / Golden
73052,42.0,Pilsener / Pils / Pilsner
73053,22.0,Specialty Grain - Other
73054,37.0,Belgian Ale - Pale / Golden
73055,10.0,Witbier / Belgian White Ale
73056,25.0,Smoked - Rauchbier
73057,42.0,IPA - Belgian
73058,20.0,Belgian Ale - Pale / Golden
73059,26.0,Specialty Grain - Other
73060,55.0,Pale Ale - American / APA
73061,60.0,Stout - Milk / Sweet
73062,70.0,Stout - Imperial Flavored
73063,31.0,Belgian Ale - Pale / Golden
73064,59.0,IPA - Belgian
73065,25.0,Belgian Ale - Strong Dark
73066,32.0,IPA
73067,40.0,Belgian Ale - Pale / Golden
73068,40.0,Belgian Ale - Pale / Golden
73069,25.0,Belgian Ale - Strong Pale
73070,67.0,IIPA - Imperial / Double IPA
73071,68.0,IPA
73072,80.0,Stout - Imperial Flavored
73073,110.0,Stout - Imperial Flavored
73074,25.0,Belgian Ale - Pale / Golden
73075,49.0,Tripel
73076,35.0,Belgian Ale - Pale / Golden
73077,20.0,Belgian Ale - Pale / Golden
73078,48.0,IPA
73079,30.0,Belgian Ale - Strong Pale
73080,30.0,Belgian Ale - Strong Pale
73081,16.0,Belgian Ale - Pale / Golden
73082,35.0,IPA - Belgian
73083,20.0,Flavored - Other
73084,25.0,Flavored - Other
73085,40.0,IPA
73086,26.0,Belgian Ale - Pale / Golden
73087,10.0,Witbier / Belgian White Ale
73088,22.0,Dubbel
73089,10.0,Flavored - Fruit
73090,31.0,Belgian Ale - Pale / Golden
73091,35.0,Dubbel
73092,100.0,IPA - Belgian
73093,100.0,IIPA - Imperial / Double IPA
73094,28.0,Witbier / Belgian White Ale
73095,35.0,Saison / Farmhouse / Grisette
73096,21.0,Belgian Ale - Pale / Golden
73097,40.0,IPA
73098,51.0,Stout
73099,98.0,Stout - Imperial
73100,98.0,Stout - Imperial
73101,98.0,Stout
73102,34.0,Sour / Wild Beer
73103,34.0,Sour / Wild Beer
73104,34.0,Sour / Wild Beer
73105,34.0,Sour / Wild Beer
73106,30.0,Belgian Ale - Pale / Golden
73107,67.0,Tripel
73108,110.0,IIPA - Imperial / Double IPA
73109,21.0,Red Ale / Intl Amber Ale
73110,42.0,IPA - English
73111,20.0,Belgian Ale - Strong Pale
73112,25.0,Belgian Ale - Strong Pale
73113,11.0,Wheat Ale
73114,45.0,Stout - Imperial
73115,40.0,Pale Ale - American / APA
73116,60.0,Stout - Extra / Foreign
73117,27.0,Quadrupel / Abt
73118,28.0,Witbier / Belgian White Ale
73119,68.0,Stout - Imperial
73120,45.0,Stout
73121,68.0,Stout - Extra / Foreign
73122,28.0,Saison / Farmhouse / Grisette
73123,55.0,IPA
73124,48.0,Belgian Ale - Pale / Golden
73125,26.0,Saison / Farmhouse / Grisette
73126,28.0,Saison / Farmhouse / Grisette
73127,1.0,Saison / Farmhouse / Grisette
73128,47.0,Saison / Farmhouse / Grisette
73129,35.0,ISA - Session IPA
73130,30.0,Belgian Ale - Strong Pale
73131,20.0,Belgian Ale - Strong Pale
73132,25.0,Tripel
73133,38.0,Belgian Ale - Strong Pale
73134,31.0,IPA - Brut
73135,31.0,Wheat Ale - India / Hopfenweisse
73136,19.0,IPA - Hazy / NEIPA
73137,44.0,Tripel
73138,36.0,Tripel
73139,36.0,Belgian Ale - Pale / Golden
73140,20.0,Belgian Ale - Pale / Golden
73141,34.0,Saison / Farmhouse / Grisette
73142,40.0,Saison / Farmhouse / Grisette
73143,32.0,ISA - Session IPA
73144,25.0,Flavored - Fruit
73145,15.0,Flavored - Fruit
73146,50.0,IPA - Hazy / NEIPA
73147,32.0,Stout - Dry
73148,49.0,Stout - Imperial
73149,35.0,Tripel
73150,51.0,Flavored - Other
73151,46.0,Flavored - Other
73152,13.0,Flavored - Fruit
73153,23.0,Belgian Ale - Pale / Golden
73154,20.0,Pale Lager - Intl / Premium
73155,28.0,Dubbel
73156,29.0,Tripel
73157,8.0,Low / No Alcohol Beer
73158,80.0,IPA
73159,23.0,Flavored - Fruit
73160,20.0,Flavored - Fruit
73161,15.0,Witbier / Belgian White Ale
73162,10.0,Flavored - Fruit
73163,10.0,Flavored - Fruit
73164,21.0,Pale Lager - Intl / Premium
73165,20.0,Pilsener / Pils / Pilsner
73166,29.0,Dubbel
73167,29.0,Tripel
73168,30.0,Belgian Ale - Pale / Golden
73169,10.0,Flavored - Fruit
73170,31.0,Belgian Ale - Pale / Golden
73171,35.0,Belgian Ale - Pale / Golden
73172,12.0,Dubbel
73173,21.0,Belgian Ale - Dark / Amber
73174,24.0,Tripel
73175,65.0,IPA - Belgian
73176,18.0,Belgian Ale - Strong Dark
73177,21.0,Stout - Imperial
73178,25.0,Belgian Ale - Pale / Golden
73179,15.0,Belgian Ale - Pale / Golden
73180,14.0,Belgian Ale - Pale / Golden
73181,23.0,Belgian Ale - Dark / Amber
73182,23.0,Belgian Ale - Pale / Golden
73183,63.0,Stout - Imperial
73184,37.0,Kölsch / Kölsch-Style
73185,30.0,Belgian Ale - Strong Pale
73186,35.0,Tripel
73187,100.0,Porter - Imperial
73188,45.0,Saison / Farmhouse / Grisette
73189,50.0,Belgian Ale - Pale / Golden
73190,65.0,Belgian Ale - Pale / Golden
73191,73.0,Belgian Ale - Pale / Golden
73192,32.0,Porter
73193,50.0,Red Ale / Intl Amber Ale
73194,77.0,IIPA - Imperial / Double IPA
73195,28.0,Dubbel
73196,30.0,Belgian Ale - Pale / Golden
73197,36.0,Tripel
73198,25.0,Belgian Ale - Pale / Golden
73199,15.0,Stout
73200,40.0,Pale Ale - American / APA
73201,35.0,Specialty Grain-Rye/Roggenbier
73202,40.0,Belgian Ale - Pale / Golden
73203,50.0,IPA
73204,15.0,Dubbel
73205,42.0,IPA - White
73206,66.0,IPA - Rye
73207,70.0,IPA
73208,25.0,Belgian Ale - Pale / Golden
73209,27.0,Red Ale / Intl Amber Ale
73210,40.0,Red Ale / Intl Amber Ale
73211,43.0,Stout - Imperial
73212,25.0,Belgian Ale - Pale / Golden
73213,70.0,Belgian Ale - Strong Pale
73214,12.0,Flavored - Fruit
73215,30.0,Belgian Ale - Strong Pale
73216,11.0,Belgian Ale - Strong Dark
73217,17.0,Belgian Ale - Strong Pale
73218,15.0,Quadrupel / Abt
73219,50.0,Belgian Ale - Strong Pale
73220,2.0,Belgian Ale - Strong Pale
73221,22.0,Tripel
73222,25.0,Belgian Ale - Pale / Golden
73223,24.0,Belgian Ale - Strong Pale
73224,16.0,Belgian Ale - Strong Pale
73225,20.0,Belgian Ale - Pale / Golden
73226,23.0,Bock - Dunkler Bock
73227,26.0,Saison / Farmhouse / Grisette
73228,48.0,Tripel
73229,65.0,IPA - White
73230,80.0,Stout - Imperial
73231,80.0,Stout - Imperial
73232,64.0,Stout - Imperial
73233,40.0,BarleyWine / WheatWine / RyeWine
73234,40.0,Flavored - Fruit
73235,85.0,Belgian Ale - Pale / Golden
73236,44.0,Belgian Ale - Dark / Amber
73237,45.0,Tripel
73238,75.0,Stout - Imperial
73239,45.0,Belgian Ale - Strong Dark
73240,48.0,Belgian Ale - Strong Dark
73241,40.0,Saison / Farmhouse / Grisette
73242,85.0,Belgian Ale - Pale / Golden
73243,38.0,Belgian Ale - Pale / Golden
